frame,t,x1,y1,x2,y2,cx,cy,conf,cls,width,height,fps,time_mode
115,1.9187357291932454,1518.188720703125,389.5588073730469,1783.1851806640625,628.4762573242188,1650.6869506835938,509.0175323486328,0.6128551959991455,32.0,1920,1080,59.93529919222022,cfr
116,1.9354203877079694,1517.4246826171875,389.5981750488281,1781.9373779296875,628.6278686523438,1649.6810302734375,509.11302185058594,0.5029452443122864,32.0,1920,1080,59.93529919222022,cfr
117,1.9521050462226932,1515.304443359375,389.7292785644531,1779.2125244140625,629.0667724609375,1647.2584838867188,509.3980255126953,0.5955740213394165,32.0,1920,1080,59.93529919222022,cfr
118,1.968789704737417,1511.47412109375,390.138427734375,1775.518798828125,629.1013793945312,1643.4964599609375,509.6199035644531,0.6125732064247131,32.0,1920,1080,59.93529919222022,cfr
119,1.985474363252141,1506.85888671875,390.5003356933594,1771.584716796875,629.39599609375,1639.2218017578125,509.9481658935547,0.6836408376693726,32.0,1920,1080,59.93529919222022,cfr
120,2.002159021766865,1499.8448486328125,390.88238525390625,1765.760498046875,629.905517578125,1632.8026733398438,510.3939514160156,0.6645970940589905,32.0,1920,1080,59.93529919222022,cfr
121,2.018843680281589,1494.0828857421875,391.3356628417969,1759.5008544921875,631.6405029296875,1626.7918701171875,511.4880828857422,0.7048138380050659,32.0,1920,1080,59.93529919222022,cfr
122,2.0355283387963126,1486.3759765625,392.19744873046875,1750.9227294921875,632.1507568359375,1618.6493530273438,512.1741027832031,0.7598203420639038,32.0,1920,1080,59.93529919222022,cfr
123,2.0522129973110363,1476.4150390625,392.90252685546875,1740.924072265625,633.472900390625,1608.6695556640625,513.1877136230469,0.6405137777328491,32.0,1920,1080,59.93529919222022,cfr
124,2.06889765582576,1468.93359375,394.57672119140625,1730.79931640625,635.0103149414062,1599.866455078125,514.7935180664062,0.5366287231445312,32.0,1920,1080,59.93529919222022,cfr
125,2.0855823143404844,1458.0155029296875,395.5411376953125,1720.146728515625,636.2598876953125,1589.0811157226562,515.9005126953125,0.5469555258750916,32.0,1920,1080,59.93529919222022,cfr
126,2.102266972855208,1445.8310546875,396.80035400390625,1707.9166259765625,638.38720703125,1576.8738403320312,517.5937805175781,0.6158092021942139,29.0,1920,1080,59.93529919222022,cfr
127,2.118951631369932,1432.987060546875,400.1225280761719,1694.1961669921875,641.4115600585938,1563.5916137695312,520.7670440673828,0.811061441898346,29.0,1920,1080,59.93529919222022,cfr
128,2.1356362898846557,1420.3770751953125,402.82635498046875,1678.729736328125,643.8978881835938,1549.5534057617188,523.3621215820312,0.7161130309104919,29.0,1920,1080,59.93529919222022,cfr
129,2.1523209483993795,1403.9649658203125,405.3695983886719,1664.3775634765625,647.198974609375,1534.1712646484375,526.2842864990234,0.6329934597015381,32.0,1920,1080,59.93529919222022,cfr
130,2.1690056069141037,1389.22021484375,406.8274841308594,1647.4088134765625,648.5145263671875,1518.3145141601562,527.6710052490234,0.676852822303772,29.0,1920,1080,59.93529919222022,cfr
131,2.1856902654288275,1374.043212890625,409.4517517089844,1628.607177734375,650.48095703125,1501.3251953125,529.9663543701172,0.6701563596725464,32.0,1920,1080,59.93529919222022,cfr
132,2.2023749239435513,1353.95654296875,410.94378662109375,1610.8389892578125,651.4506225585938,1482.3977661132812,531.1972045898438,0.7292018532752991,29.0,1920,1080,59.93529919222022,cfr
133,2.219059582458275,1336.4974365234375,413.9656677246094,1592.2589111328125,654.2941284179688,1464.378173828125,534.1298980712891,0.6187337636947632,32.0,1920,1080,59.93529919222022,cfr
134,2.235744240972999,1318.30419921875,415.02593994140625,1571.9564208984375,656.4239501953125,1445.1303100585938,535.7249450683594,0.6886616945266724,32.0,1920,1080,59.93529919222022,cfr
135,2.252428899487723,1298.1676025390625,415.4864501953125,1550.3975830078125,657.3744506835938,1424.2825927734375,536.4304504394531,0.5675163865089417,32.0,1920,1080,59.93529919222022,cfr
136,2.269113558002447,1277.9415283203125,417.4433288574219,1528.1822509765625,659.2574462890625,1403.0618896484375,538.3503875732422,0.7025261521339417,32.0,1920,1080,59.93529919222022,cfr
137,2.2857982165171706,1257.6104736328125,418.1564025878906,1505.4224853515625,660.583984375,1381.5164794921875,539.3701934814453,0.5151022672653198,32.0,1920,1080,59.93529919222022,cfr
138,2.3024828750318944,1234.176025390625,420.0625305175781,1483.6748046875,662.326416015625,1358.9254150390625,541.1944732666016,0.7791653871536255,32.0,1920,1080,59.93529919222022,cfr
139,2.319167533546618,1212.2396240234375,421.9027404785156,1459.8699951171875,664.087646484375,1336.0548095703125,542.9951934814453,0.6283494234085083,32.0,1920,1080,59.93529919222022,cfr
140,2.3358521920613424,1187.8956298828125,423.1291809082031,1435.6728515625,667.6112060546875,1311.7842407226562,545.3701934814453,0.83282071352005,32.0,1920,1080,59.93529919222022,cfr
141,2.352536850576066,1164.5804443359375,424.6263427734375,1409.9044189453125,669.8433837890625,1287.242431640625,547.23486328125,0.7473885416984558,32.0,1920,1080,59.93529919222022,cfr
142,2.36922150909079,1140.0938720703125,426.0911865234375,1385.2940673828125,670.846435546875,1262.6939697265625,548.4688110351562,0.8304311633110046,32.0,1920,1080,59.93529919222022,cfr
143,2.3859061676055138,1115.27587890625,430.5205078125,1359.7440185546875,672.7608032226562,1237.5099487304688,551.6406555175781,0.6622141003608704,32.0,1920,1080,59.93529919222022,cfr
144,2.4025908261202376,1090.5242919921875,431.8231201171875,1334.79541015625,675.8402709960938,1212.6598510742188,553.8316955566406,0.6218903660774231,29.0,1920,1080,59.93529919222022,cfr
145,2.419275484634962,1063.8240966796875,433.5340576171875,1308.6536865234375,676.11767578125,1186.2388916015625,554.8258666992188,0.5173561573028564,29.0,1920,1080,59.93529919222022,cfr
146,2.4359601431496856,1038.1673583984375,433.6465759277344,1281.4940185546875,678.2459716796875,1159.8306884765625,555.9462738037109,0.7134445309638977,29.0,1920,1080,59.93529919222022,cfr
147,2.4526448016644093,1011.2155151367188,435.75457763671875,1252.8831787109375,678.3043823242188,1132.0493469238281,557.0294799804688,0.3919893503189087,32.0,1920,1080,59.93529919222022,cfr
148,2.469329460179133,985.245849609375,437.1056213378906,1225.17626953125,680.161376953125,1105.2110595703125,558.6334991455078,0.47011253237724304,29.0,1920,1080,59.93529919222022,cfr
149,2.4860141186938574,956.9185791015625,437.2883605957031,1197.66064453125,679.3258666992188,1077.2896118164062,558.3071136474609,0.39428094029426575,32.0,1920,1080,59.93529919222022,cfr
150,2.502698777208581,931.7081909179688,437.7416687011719,1170.9390869140625,679.5838012695312,1051.3236389160156,558.6627349853516,0.4075080156326294,32.0,1920,1080,59.93529919222022,cfr
151,2.519383435723305,903.364013671875,438.6409606933594,1141.9346923828125,680.3119506835938,1022.6493530273438,559.4764556884766,0.37842699885368347,32.0,1920,1080,59.93529919222022,cfr
152,2.5360680942380287,877.834716796875,438.86663818359375,1114.64208984375,679.5556640625,996.2384033203125,559.2111511230469,0.5164498090744019,32.0,1920,1080,59.93529919222022,cfr
